,description,label
5115,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5116,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5117,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5118,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5119,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5120,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5121,"Good work deserves recommendation...
i lost over 2.3 BTC on Instagram bitcoin scam.. Right about 2 weeks after my ordeal with them I tried using the recommendation from someone on one of the comment section www.reportfraudcenter.com I was able to get all my money back in less than 48 hours.. Contact www.reportfraudcenter.com to recover all your stolen bitcoins free of charge",0
5123,Typical cut-n-paste attempt at illegal blackmail.  If any hosting service is providing or hosting this wallet address monitor access and notify the authorities.  Be aware this kind of thing lowers the value of bitcoin and hurts your  bottom line so anything you can do to bring this pathetic idiot to justice will help your own profits.,1
5124,"That is a great bargain with a low price, I assure you, because I have spent a lot of effort while recording
and tracking down all your activities and dirty deeds during a long period of time.
In case if you have no idea how to buy and transfer bitcoins - feel free to check the related info on the internet.

Here is my bitcoin wallet for your reference: 1EKdS2BjXd8BzYtsu8U9nQmpcygCjGCjZx

From now on, you have only 48 hours and countdown has started once you opened this very email (in other words, 2 days).",1
5125,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
5126,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
5127,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
5128,"That is a great bargain with a low price, I assure you, because I have spent a lot of effort while recording
and tracking down all your activities and dirty deeds during a long period of time.
In case if you have no idea how to buy and transfer bitcoins - feel free to check the related info on the internet.

Here is my bitcoin wallet for your reference: 1EKdS2BjXd8BzYtsu8U9nQmpcygCjGCjZx

From now on, you have only 48 hours and countdown has started once you opened this very email (in other words, 2 days).",1
5129,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
5130,"I got scammed $150k worth of bitcoin to a Fake unregulated binary option broker company after paying several fees to get my funds off that platform, I came across an article online about a fund recovery company whom I got in contact with, in nothing less than 96hrs I got my funds recovered back to my wallet account with the help of this site….>> www.Hedgerecoveryexpert.com and I would advise anyone who got ripped to get in contact with them for a refund immediately.",0
